id,article_id,article_title,section_path,heading,level,question,base_pca1,base_pca2,instruct_pca1,instruct_pca2,base_total_influence,instruct_total_influence,base_top_k_count,instruct_top_k_count,influence_diff,norm_base_influence,norm_instruct_influence,bert_umap1,bert_umap2,base_hub_score,instruct_hub_score
2144,8127,Post-classical history,History by region > East Asia,East Asia,3,What dynasties ruled China during the post-classical period?,6.822602,8.582971,12.99455,4.165277,3.16046,2.610562,18,16,-0.549897,0.031487,0.035429,7.9150043,0.7523367,8,6
2145,8127,Post-classical history,History by region > Oceania,Oceania,3,How did Pacific islanders navigate and settle new islands?,6.998932,8.052041,13.047837,4.071475,4.428593,5.028308,21,26,0.599715,0.044121,0.068241,5.9414687,0.64564145,11,16
2146,8127,Post-classical history,History by region > Americas,Americas,3,What civilizations existed in the Americas before Columbus?,6.327675,8.221013,13.002768,4.194188,1.5882,2.257433,5,12,0.669234,0.015823,0.030637,7.42221,0.83723545,-5,2
2147,8127,Post-classical history,History by region > Americas > North America,North America,4,Who lived in North America during medieval times?,6.243559,7.946512,13.039591,4.183882,3.612066,4.661454,20,28,1.049388,0.035986,0.063263,6.998751,0.73830676,10,18
2148,8127,Post-classical history,History by region > Americas > North America > Norse contact and the polar regions,Norse contact and the polar regions,5,When did Vikings reach North America?,6.869022,8.186728,13.045848,4.123517,1.488394,2.030762,5,8,0.542368,0.014829,0.02756,6.435552,0.78090364,-5,-2
2149,8127,Post-classical history,History by region > Americas > North America > Northern areas,Northern areas,5,What cultures developed in northern North America?,7.0156,8.028681,12.946997,4.095629,2.571044,1.617724,10,7,-0.95332,0.025615,0.021955,6.7959466,0.93665737,0,-3
2150,8127,Post-classical history,History by region > Americas > Caribbean,Caribbean,4,What societies inhabited the Caribbean islands?,6.489173,9.244433,9.742785,2.064976,2.073313,2.654373,12,20,0.58106,0.020656,0.036024,6.58948,0.6450125,2,10
2151,8127,Post-classical history,History by region > Americas > Mesoamerica,Mesoamerica,4,What happened after the Maya civilization declined?,7.296671,8.528277,12.965285,4.214501,6.445347,3.172822,36,21,-3.272525,0.064214,0.04306,7.180721,1.1581049,26,11
2152,8127,Post-classical history,History by region > Americas > South America,South America,4,What civilizations flourished in South America?,6.648414,7.986712,13.09139,4.170631,3.514675,3.604294,18,17,0.089619,0.035016,0.048915,6.753571,0.9951532,8,7
2153,8127,Post-classical history,History by region > Americas > South America > Andes,Andes,5,How did the Inca Empire rise to power?,6.960808,8.116104,13.049407,4.1554,1.862498,3.321514,6,18,1.459016,0.018556,0.045078,6.915565,0.99335814,-4,8
2154,8127,Post-classical history,End of the period,End of the period,2,When and why did the post-classical period end?,6.921044,8.187203,12.984242,4.037369,2.808024,2.882777,14,16,0.074753,0.027976,0.039123,7.830203,0.47831577,4,6
2155,8569,Transport,Introduction,Introduction,0,What is transport?,6.057839,6.30174,11.626421,-0.107362,0.0,0.0,0,0,0.0,0.0,0.0,4.799837,-0.79657847,-10,-10
2156,8569,Transport,Modes,Modes,2,What are the different ways people and goods can be moved from place to place?,6.672926,5.448156,11.67312,-0.167384,0.0,0.0,0,0,0.0,0.0,0.0,4.8241596,-0.788324,-10,-10
2157,8569,Transport,Modes > Human-powered,Human-powered,3,How do people travel using only their own physical power?,-0.055325,7.859565,3.980047,1.009797,1.456216,1.156056,6,3,-0.300161,0.014508,0.015689,4.7850647,-0.79169816,-4,-7
2158,8569,Transport,Modes > Animal-powered,Animal-powered,3,Which animals are used for transportation?,-0.136899,6.489451,3.654267,1.111814,0.0,0.0,0,0,0.0,0.0,0.0,4.7882743,-0.79303586,-10,-10
2159,8569,Transport,Modes > Air,Air,3,How does air travel work?,6.862554,5.023765,11.711185,-0.246664,0.0,0.0,0,0,0.0,0.0,0.0,4.767815,-0.7783484,-10,-10
2160,8569,Transport,Modes > Land,Land,3,What are the main types of land transportation?,2.436789,7.645368,5.463174,2.618813,0.953571,1.081525,1,2,0.127954,0.0095,0.014678,4.7870307,-0.82757735,-9,-8
2161,8569,Transport,Modes > Land > Rail,Rail,4,How do trains and railways move people and cargo?,1.304509,10.193646,11.931326,-0.497505,0.0,0.0,0,0,0.0,0.0,0.0,4.8288226,-0.731514,-10,-10
2162,8569,Transport,Modes > Land > Road,Road,4,What kinds of vehicles use roads for transportation?,7.305614,5.303794,10.11672,0.851832,0.0,0.0,0,0,0.0,0.0,0.0,4.8001943,-0.77161676,-10,-10
2163,8569,Transport,Modes > Water,Water,3,How do ships and boats transport things across water?,1.247675,8.36375,6.156463,1.699021,13.427214,5.461604,92,37,-7.96561,0.133773,0.074122,4.923214,-0.68621504,82,27
2164,8569,Transport,Modes > Other modes,Other modes,3,Are there any unusual or emerging forms of transportation?,6.853847,5.070683,5.995672,1.669268,0.0704,0.0,1,0,-0.0704,0.000701,0.0,4.840135,-0.7412269,-9,-10
2165,8569,Transport,Elements > Infrastructure,Infrastructure,3,What infrastructure is needed to support transportation systems?,1.761553,8.357451,5.976146,1.658197,2.181412,1.63296,11,7,-0.548452,0.021733,0.022162,4.8340855,-0.70963955,1,-3
2166,8569,Transport,Elements > Means of transport > Animals,Animals,4,How are animals used in modern transportation?,8.730021,6.920392,11.053525,3.064559,1.414194,1.680982,5,8,0.266788,0.014089,0.022813,4.809273,-0.7496448,-5,-2
2167,8569,Transport,Elements > Means of transport > Vehicles,Vehicles,4,What types of vehicles exist for moving people and goods?,6.936069,7.70238,10.18937,2.156471,2.062528,1.804798,11,12,-0.257731,0.020549,0.024494,4.798938,-0.7744565,1,2
2168,8569,Transport,Elements > Operation,Operation,3,How are transportation systems operated and managed?,2.047635,8.142502,9.481303,2.548325,2.69785,1.295317,20,4,-1.402533,0.026878,0.017579,4.8517504,-0.76874804,10,-6
2169,8569,Transport,Elements > Policy,Policy,3,What policies govern transportation systems?,8.532406,7.527778,10.602176,2.619374,1.467131,1.641699,7,8,0.174568,0.014617,0.02228,4.783002,-0.7295908,-3,-2
2170,8569,Transport,Functions,Functions,2,What purposes does transportation serve in society?,1.00977,8.293249,11.975217,1.127056,2.209301,1.544568,17,7,-0.664733,0.022011,0.020962,4.8128395,-0.78207326,7,-3
2171,8569,Transport,Functions > Passenger,Passenger,3,How do people travel as passengers?,0.263904,8.944654,6.121969,0.164638,1.55347,5.250112,9,42,3.696642,0.015477,0.071252,4.813212,-0.76295775,-1,32
2172,8569,Transport,Functions > Medical,Medical,3,How is transportation used for medical emergencies and healthcare?,1.976281,7.988837,5.768328,1.694498,0.0,0.0,0,0,0.0,0.0,0.0,4.7617354,-0.76050705,-10,-10
2173,8569,Transport,Functions > Freight,Freight,3,How are goods shipped and delivered?,6.147884,5.685163,12.520801,1.850392,1.156662,3.785969,3,17,2.629307,0.011524,0.051381,4.9393816,-0.7791884,-7,7
2174,8569,Transport,Impact,Impact,2,What effects does transportation have on society?,4.463166,6.475345,11.732551,2.397826,2.783682,1.754361,22,12,-1.02932,0.027733,0.023809,4.7925425,-0.78456384,12,2
2175,8569,Transport,Impact > Economic,Economic,3,How does transportation affect the economy?,6.131718,5.347914,5.773978,-0.16026,1.425393,1.397796,7,6,-0.027597,0.014201,0.01897,4.8225546,-0.78733593,-3,-4
2176,8569,Transport,Impact > Planning,Planning,3,How do cities plan their transportation systems?,7.730093,7.576102,11.503022,2.340487,1.277995,4.012112,5,26,2.734116,0.012732,0.05445,4.7768025,-0.82203364,-5,16
2177,8569,Transport,Impact > Safety,Safety,3,What are the safety concerns with different types of transport?,8.85523,7.195777,12.655264,1.252579,1.675733,20.463609,10,120,18.787876,0.016695,0.277721,4.819509,-0.7806972,0,110
2178,8569,Transport,Impact > Environment,Environment,3,How does transportation impact the environment?,0.301388,6.149419,12.712726,2.582315,0.0,0.0,0,0,0.0,0.0,0.0,4.7511153,-0.81045747,-10,-10
2179,8569,Transport,Impact > Sustainable development,Sustainable development,3,Can transportation be made more sustainable?,7.60082,8.110422,12.286803,2.711963,1.059487,1.565234,2,8,0.505747,0.010555,0.021242,4.753619,-0.8312614,-8,-2
2180,8569,Transport,History > Natural,Natural,3,How did early humans travel before inventing vehicles?,0.879089,9.362421,5.276195,0.632812,2.301683,38.044899,14,258,35.743216,0.022931,0.516324,4.8332705,-0.7403841,4,248
2181,8569,Transport,History > Water transport,Water transport,3,When did people first start using boats and ships?,6.505035,6.884299,7.824492,0.490446,1.121072,1.371713,3,6,0.250641,0.011169,0.018616,5.042359,-0.6226255,-7,-4
2182,8569,Transport,History > Mechanical,Mechanical,3,How did mechanical inventions change transportation?,1.280696,9.996019,6.218403,-0.448894,20.749162,21.261929,129,121,0.512767,0.20672,0.288555,5.284087,-0.5634632,119,111
2183,8640,Visual arts,Introduction,Introduction,0,What are visual arts?,-0.78989,7.015418,10.254341,1.497179,0.0,0.0,0,0,0.0,0.0,0.0,10.818258,0.62967813,-10,-10
2184,8640,Visual arts,Education and training,Education and training,2,How do people learn and train to become visual artists?,-0.738542,7.23687,13.102436,1.969049,11.852694,1.350886,73,6,-10.501809,0.118086,0.018333,10.705185,0.68796587,63,-4
2185,8640,Visual arts,Drawing,Drawing,2,What makes drawing a fundamental art form?,5.70097,6.148012,5.605652,1.563564,0.0,0.0,0,0,0.0,0.0,0.0,10.754859,0.62532544,-10,-10
2186,8640,Visual arts,Painting,Painting,2,What are the main types and techniques of painting?,3.302183,6.895881,6.803797,2.455403,0.0,0.0,0,0,0.0,0.0,0.0,10.767709,0.62496394,-10,-10
2187,8640,Visual arts,Painting > History > Origins and early history,Origins and early history,4,Where and when did painting first begin?,6.53938,6.868681,9.446635,3.250984,0.0,0.0,0,0,0.0,0.0,0.0,10.416771,0.72825617,-10,-10
2188,8640,Visual arts,Painting > History > The Renaissance,The Renaissance,4,How did painting change during the Renaissance?,3.289109,6.903157,12.795677,2.654273,1.447923,1.766367,5,9,0.318444,0.014425,0.023972,10.015089,0.7013045,-5,-1
2189,8640,Visual arts,Painting > History > Dutch masters,Dutch masters,4,Who were the most famous Dutch painters?,3.308074,6.888408,7.346622,2.711244,2.562415,2.646393,15,15,0.083977,0.025529,0.035915,10.216561,0.6772879,5,5
2190,8640,Visual arts,Painting > History > Baroque,Baroque,4,What defines the Baroque style of painting?,3.147891,6.883004,8.424829,2.687633,1.651633,1.457905,6,6,-0.193729,0.016455,0.019786,10.314226,0.74705,-4,-4
2191,8640,Visual arts,Painting > History > Impressionism,Impressionism,4,Why did Impressionism revolutionize art?,7.29641,4.92641,11.856118,1.630928,2.055512,1.482201,10,5,-0.573311,0.020479,0.020116,10.558473,0.6411456,0,-5
2192,8640,Visual arts,Painting > History > Post-impressionism,Post-impressionism,4,How did Post-Impressionism differ from Impressionism?,3.349253,6.823302,12.825684,2.784588,1.740135,2.153294,7,11,0.413159,0.017337,0.029223,10.4744,0.6099707,-3,1
2193,8640,Visual arts,"Painting > History > Symbolism, expressionism and cubism","Symbolism, expressionism and cubism",4,"What connects Symbolism, Expressionism, and Cubism as art movements?",7.72369,5.765909,6.494157,-0.074935,1.235678,0.965874,3,1,-0.269804,0.012311,0.013108,10.528728,0.5476944,-7,-9
2194,8640,Visual arts,Printmaking,Printmaking,2,How does printmaking work as an art form?,3.040727,6.931821,5.990266,1.24134,0.0,0.0,0,0,0.0,0.0,0.0,10.635655,0.7049673,-10,-10
2195,8640,Visual arts,Printmaking > European history,European history,3,How did printmaking develop in Europe?,1.829735,8.637419,6.504075,0.306838,0.0,0.0,0,0,0.0,0.0,0.0,10.171796,0.93139815,-10,-10
2196,8640,Visual arts,Printmaking > Chinese origin and practice,Chinese origin and practice,3,When did China invent printmaking techniques?,3.268245,6.840284,6.460225,-0.205131,0.965665,0.966489,1,1,0.000825,0.009621,0.013117,10.233766,0.9589184,-9,-9
2197,8640,Visual arts,"Printmaking > Development in Japan, 1603–1867","Development in Japan, 1603–1867",3,What Japanese printmaking styles emerged during the Edo period?,6.80169,5.066753,13.037236,1.217905,0.0,0.0,0,0,0.0,0.0,0.0,10.331746,0.8828096,-10,-10
2198,8640,Visual arts,Photography,Photography,2,Is photography considered a visual art?,6.617498,5.778258,12.595804,1.772626,0.0,0.0,0,0,0.0,0.0,0.0,10.855846,0.75042266,-10,-10
2199,8640,Visual arts,Architecture,Architecture,2,Why is architecture classified as a visual art?,5.66357,6.789145,6.806159,1.63051,0.0,0.0,0,0,0.0,0.0,0.0,10.548927,-0.030283948,-10,-10
2200,8640,Visual arts,Filmmaking,Filmmaking,2,How does filmmaking combine different visual arts?,1.123927,8.193067,5.957215,0.669152,0.965539,0.964237,1,1,-0.001301,0.009619,0.013086,10.816688,0.9012792,-9,-9
2201,8640,Visual arts,Computer art,Computer art,2,What kinds of art can be created with computers?,7.174281,5.378256,11.555274,0.001052,1.20937,0.0,3,0,-1.20937,0.012049,0.0,10.7344055,0.6749367,-7,-10
2202,8640,Visual arts,Plastic arts,Plastic arts,2,What does the term plastic arts mean?,6.471613,7.029998,6.166488,1.182881,1.039011,2.312039,2,13,1.273028,0.010351,0.031378,10.824636,0.56879026,-8,3
2203,8640,Visual arts,Plastic arts > Sculpture,Sculpture,3,What materials and methods do sculptors use?,1.333234,6.799757,6.679073,1.594615,0.0,0.964781,0,1,0.964781,0.0,0.013093,10.798168,0.5744972,-10,-9
2204,8640,Visual arts,US copyright definition of visual art,US copyright definition of visual art,2,How does US copyright law define visual art?,1.708626,8.13214,5.849972,1.758906,0.0,0.0,0,0,0.0,0.0,0.0,10.715049,0.7118893,-10,-10
2205,8796,Biology,Introduction,Introduction,0,What is biology?,6.323877,8.343345,9.63658,2.370109,2.830932,1.257595,19,5,-1.573338,0.028204,0.017067,1.7643809,1.9435184,9,-5
2206,8796,Biology,Etymology,Etymology,2,Where does the word biology come from?,5.770953,6.648701,10.755848,1.630738,0.0,0.0,0,0,0.0,0.0,0.0,6.888904,4.083189,-10,-10
2207,8796,Biology,History,History,2,How did biology develop as a science?,4.052722,8.868185,5.082488,1.71964,0.0,0.0,0,0,0.0,0.0,0.0,6.0124793,4.419512,-10,-10
2208,8796,Biology,Chemical basis > Atoms and molecules,Atoms and molecules,3,What atoms and molecules are important for life?,7.108396,7.994541,6.111099,2.181235,1.502729,3.255663,7,27,1.752934,0.014971,0.044184,1.6705633,2.405749,-3,17
2209,8796,Biology,Chemical basis > Water,Water,3,Why is water essential for living organisms?,5.63368,5.220254,12.179861,2.763354,1.248243,1.777691,4,9,0.529448,0.012436,0.024126,2.986479,3.9942758,-6,-1
2210,8796,Biology,Chemical basis > Organic compounds,Organic compounds,3,What are organic compounds in living things?,7.162719,7.501497,5.599464,1.607143,2.389931,1.8501,11,10,-0.539831,0.02381,0.025109,3.712098,4.592646,1,0
2211,8796,Biology,Chemical basis > Macromolecules,Macromolecules,3,What are the main macromolecules in cells?,8.775904,7.155531,12.237153,1.788114,1.27052,1.329447,4,4,0.058926,0.012658,0.018043,1.1415894,2.2118146,-6,-6
2212,8796,Biology,Cells,Cells,2,What are cells and why are they important?,2.271005,7.787828,7.879227,3.178291,1.468675,1.184188,6,3,-0.284486,0.014632,0.016071,0.75947005,2.178539,-4,-7
2213,8796,Biology,Cells > Cell structure,Cell structure,3,What parts make up a cell?,4.444439,8.970835,11.298628,1.344111,0.0,0.0,0,0,0.0,0.0,0.0,0.48418322,2.2664256,-10,-10
2214,8796,Biology,Cells > Metabolism,Metabolism,3,How do cells convert energy and materials?,6.065175,8.887877,8.281022,2.36986,0.0,0.0,0,0,0.0,0.0,0.0,1.4084297,2.5032876,-10,-10
2215,8796,Biology,Cells > Cellular respiration,Cellular respiration,3,How do cells break down glucose for energy?,5.266057,8.677891,5.285311,1.596435,0.0,0.0,0,0,0.0,0.0,0.0,1.3457074,2.4980445,-10,-10
2216,8796,Biology,Cells > Photosynthesis,Photosynthesis,3,How do plants convert sunlight into energy?,0.447642,9.207737,12.998772,0.882258,0.96309,0.952871,1,1,-0.010219,0.009595,0.012932,1.5507419,2.5434232,-9,-9
2217,8796,Biology,Cells > Cell signaling,Cell signaling,3,How do cells communicate with each other?,7.073587,7.971347,12.329736,1.432368,1.269597,1.100266,4,3,-0.169331,0.012649,0.014932,0.7532932,2.4078698,-6,-7
2218,8796,Biology,Cells > Cell cycle,Cell cycle,3,How do cells grow and divide?,2.103864,8.31314,6.607547,1.679789,0.0,0.0,0,0,0.0,0.0,0.0,0.7471831,1.7872758,-10,-10
2219,8796,Biology,Cells > Sexual reproduction and meiosis,Sexual reproduction and meiosis,3,How does meiosis create sex cells?,7.66568,5.691442,12.78613,1.129088,2.111346,7.577648,12,38,5.466302,0.021035,0.10284,0.90411335,1.3854232,2,28
2220,8796,Biology,Genetics > Inheritance,Inheritance,3,How are traits passed from parents to offspring?,2.892556,9.615181,7.048394,0.132187,1.112315,1.038084,3,2,-0.074232,0.011082,0.014088,1.3637656,1.382604,-7,-8
2221,8796,Biology,Genetics > Genes and DNA,Genes and DNA,3,What is DNA and how does it store genetic information?,8.342435,6.935705,12.59111,2.790905,2.417217,1.369669,8,5,-1.047548,0.024082,0.018588,1.1511078,1.6558248,-2,-5
2222,8796,Biology,Genetics > Gene expression,Gene expression,3,How do genes produce proteins?,8.728784,6.908805,12.181799,1.462896,11.18805,10.016656,61,62,-1.171395,0.111464,0.135941,1.114862,1.6764218,51,52
2223,8796,Biology,Genetics > Gene regulation,Gene regulation,3,How do cells control which genes are turned on or off?,6.02889,8.908654,10.663747,2.80493,1.392501,1.887476,4,10,0.494975,0.013873,0.025616,1.0843303,1.7464699,-6,0
2224,8796,Biology,"Genetics > Genes, development, and evolution","Genes, development, and evolution",3,How do genes influence development and drive evolution?,2.423682,8.170377,6.472477,1.713981,0.0,2.335402,0,12,2.335402,0.0,0.031695,1.00296,1.8233901,-10,2
2225,8796,Biology,Evolution > Evolutionary processes,Evolutionary processes,3,What mechanisms cause species to evolve over time?,6.613299,6.532595,11.824667,1.037891,13.523997,7.925512,70,48,-5.598485,0.134737,0.107561,1.5494623,1.3097942,60,38
2226,8796,Biology,Evolution > Speciation,Speciation,3,How do new species form?,5.702409,6.632646,12.148783,1.42145,2.077342,2.970373,14,17,0.89303,0.020696,0.040312,1.4939474,1.3950108,4,7
2227,8796,Biology,Evolution > Phylogeny,Phylogeny,3,How are evolutionary relationships between organisms determined?,7.669939,6.155034,8.261072,1.025146,1.58122,1.779259,7,11,0.19804,0.015753,0.024147,1.3873348,1.781829,-3,1
2228,8796,Biology,Evolution > History of life,History of life,3,How did life originate and evolve on Earth?,1.697857,7.817355,6.669611,1.695428,0.0,0.0,0,0,0.0,0.0,0.0,1.3340447,3.0850425,-10,-10
2229,8796,Biology,Diversity > Bacteria and Archaea,Bacteria and Archaea,3,What are the main characteristics of bacteria and archaea?,1.144264,7.711282,6.913286,2.386751,0.0,0.0,0,0,0.0,0.0,0.0,0.7107633,2.286229,-10,-10
2230,8796,Biology,Diversity > Eukaryotes,Eukaryotes,3,What makes eukaryotes different from other life forms?,1.546449,8.317245,5.132342,1.74534,2.814057,5.683179,18,47,2.869123,0.028036,0.077129,1.0009079,2.2887566,8,37
2231,8796,Biology,Diversity > Viruses,Viruses,3,Are viruses alive and how do they reproduce?,3.486295,8.912854,7.826272,2.293982,0.0,0.0,0,0,0.0,0.0,0.0,1.507037,2.0317814,-10,-10
2232,8796,Biology,Ecology > Ecosystems,Ecosystems,3,How do energy and nutrients flow through ecosystems?,1.711107,7.624986,8.429129,2.741237,0.0,0.0,0,0,0.0,0.0,0.0,2.1377096,2.3460755,-10,-10
2233,8796,Biology,Ecology > Populations,Populations,3,What factors control population growth and size?,6.42341,5.63323,12.104099,1.325589,1.540051,14.088584,10,91,12.548533,0.015343,0.191203,2.150983,1.7200634,0,81
2234,8796,Biology,Ecology > Communities,Communities,3,How do different species interact in communities?,6.825315,6.601223,9.738123,2.367665,0.0,0.0,0,0,0.0,0.0,0.0,2.275951,1.9503,-10,-10
2235,8796,Biology,Ecology > Biosphere,Biosphere,3,How do global processes affect life on Earth?,2.624466,8.278834,5.560263,1.578234,0.169839,0.41184,2,5,0.242001,0.001692,0.005589,2.1006875,2.4532413,-8,-5
2236,8796,Biology,Ecology > Conservation,Conservation,3,Why is biodiversity conservation important?,6.009123,6.286891,10.620495,0.629727,0.0,0.0,0,0,0.0,0.0,0.0,2.0360909,1.8609738,-10,-10
2237,8840,Business,Introduction,Introduction,0,What is business?,6.847736,6.595136,11.575014,0.718799,28.341501,17.984698,132,92,-10.356803,0.282361,0.244078,7.442068,-1.2445337,122,82
2238,8840,Business,Forms,Forms,2,What are the different forms of business?,-0.913068,6.562332,13.253537,0.995987,0.0,0.0,0,0,0.0,0.0,0.0,7.5436993,-1.3660059,-10,-10
2239,8840,Business,Classifications,Classifications,2,How are businesses classified?,0.251607,7.248744,3.967287,1.568195,3.025584,2.260745,24,18,-0.76484,0.030143,0.030682,7.4347954,-1.1882055,14,8
2240,8840,Business,Activities > Accounting,Accounting,3,What role does accounting play in business?,2.478079,7.704925,6.359589,2.821868,0.0,0.0,0,0,0.0,0.0,0.0,7.229534,-1.2049121,-10,-10
2241,8840,Business,Activities > Commerce,Commerce,3,How does commerce work in business?,7.194196,6.35386,11.801056,1.190139,3.357035,6.887076,23,45,3.530041,0.033446,0.093468,7.0335402,-0.96594226,13,35
2242,8840,Business,Activities > Finance,Finance,3,What is business finance?,7.483712,5.038335,11.082033,2.307311,0.969157,0.965223,1,1,-0.003934,0.009656,0.013099,7.1956625,-1.1902773,-9,-9
2243,8840,Business,Activities > Human resources,Human resources,3,What do human resources departments do?,8.173356,6.892591,12.802947,2.137819,1.807166,2.944369,10,23,1.137203,0.018004,0.039959,7.500327,-1.2221811,0,13
2244,8840,Business,Activities > Information technology,Information technology,3,How do businesses use information technology?,3.869732,7.237008,12.007542,3.734844,1.762454,1.852544,10,10,0.09009,0.017559,0.025142,6.963745,5.9270782,0,0
2245,8840,Business,Activities > Manufacturing,Manufacturing,3,What is manufacturing in business?,4.384661,7.149523,7.594727,3.451234,0.0,0.0,0,0,0.0,0.0,0.0,6.682289,-0.91498566,-10,-10
2246,8840,Business,Activities > Marketing,Marketing,3,How does marketing work?,3.350079,6.809787,7.130784,2.267321,0.0,0.0,0,0,0.0,0.0,0.0,6.972057,-0.9349649,-10,-10
2247,8840,Business,Activities > Research and development,Research and development,3,Why do companies invest in research and development?,5.043862,6.84078,11.227606,-0.568326,0.0,0.0,0,0,0.0,0.0,0.0,6.9376493,5.0059457,-10,-10
2248,8840,Business,Activities > Safety,Safety,3,How do businesses ensure workplace safety?,3.097807,6.884206,12.03026,3.730176,1.488269,1.136411,7,2,-0.351857,0.014827,0.015423,5.942914,-0.73969406,-3,-8
2249,8840,Business,Management,Management,2,What is business management?,2.15087,7.761949,6.755685,2.803176,0.961946,1.025044,1,2,0.063098,0.009584,0.013911,7.2882094,-1.1863778,-9,-8
2250,8840,Business,Management > Restructuring state enterprises,Restructuring state enterprises,3,How are state enterprises restructured?,3.033855,6.967346,6.537517,-0.223023,1.279916,4.092226,5,34,2.81231,0.012752,0.055537,7.6489434,-1.4268385,-5,24
2251,8840,Business,Management > Business process management,Business process management,3,What is business process management?,3.280911,7.518907,6.960116,2.354802,0.0,0.0,0,0,0.0,0.0,0.0,7.1555924,-1.1648389,-10,-10
2252,8840,Business,Business organization,Business organization,2,How are businesses organized?,5.573241,4.885434,5.544359,1.66395,0.0,0.0,0,0,0.0,0.0,0.0,7.4783745,-1.376091,-10,-10
2253,8840,Business,Business organization > Capital,Capital,3,What is capital in business?,4.235451,8.729224,6.045859,-0.037477,1.098743,1.150336,3,4,0.051593,0.010947,0.015612,7.2850256,-1.3124323,-7,-6
2254,8840,Business,Business organization > Intellectual property,Intellectual property,3,What is intellectual property and why does it matter?,1.631086,10.086639,6.25948,1.373787,1.000757,0.938078,2,1,-0.062678,0.00997,0.012731,7.6772084,-1.399854,-8,-9
2255,8840,Business,Business organization > Trade unions,Trade unions,3,What role do trade unions play in business?,3.017157,7.531341,7.520662,3.347034,0.0,0.0,0,0,0.0,0.0,0.0,7.1332583,-0.9030834,-10,-10
2256,8840,Business,Business regulation and commercial law,Business regulation and commercial law,2,What laws regulate businesses?,-0.17114,6.061158,4.387481,1.31133,2.837564,3.036714,16,18,0.199149,0.02827,0.041213,7.7825046,-1.4317654,6,8
2257,8895,Chemical element,Introduction,Introduction,0,What is a chemical element?,7.344491,6.065534,3.517545,1.420663,2.41116,3.006186,13,17,0.595025,0.024022,0.040798,3.811386,4.90019,3,7
2258,8895,Chemical element,Description,Description,2,How are chemical elements described and characterized?,0.127731,8.413877,4.304002,1.062381,1.194856,1.435134,4,5,0.240277,0.011904,0.019477,3.8643386,4.849247,-6,-5
2259,8895,Chemical element,Description > Occurrence,Occurrence,3,Where do chemical elements occur in nature?,7.439312,5.111794,3.472386,1.386036,0.0,0.0,0,0,0.0,0.0,0.0,3.6076107,5.0985317,-10,-10
2260,8895,Chemical element,Atomic nucleus properties,Atomic nucleus properties,2,What properties does an atomic nucleus have?,8.34577,6.178905,12.571556,0.414232,3.616207,1.811124,16,7,-1.805083,0.036028,0.02458,3.9251547,5.1970735,6,-3
2261,8895,Chemical element,Atomic nucleus properties > Nuclide,Nuclide,3,What is a nuclide?,7.902798,6.015173,12.490566,0.205321,2.225931,1.035071,11,2,-1.19086,0.022177,0.014047,3.7620842,4.9450808,1,-8
2262,8895,Chemical element,Atomic nucleus properties > Stability,Stability,3,Which atomic nuclei are stable and which are radioactive?,0.666406,7.054189,4.780641,0.663868,2.564884,1.03854,14,2,-1.526344,0.025553,0.014094,3.73578,4.9502525,4,-8
2263,8895,Chemical element,Atomic nucleus properties > Isotopic mass and atomic mass,Isotopic mass and atomic mass,3,How do isotopic mass and atomic mass differ?,7.233862,5.617335,12.289874,0.363467,2.664432,0.966497,9,1,-1.697935,0.026545,0.013117,3.7266848,4.938327,-1,-9
2264,8895,Chemical element,Atomic nucleus properties > Chemically pure and isotopically pure,Chemically pure and isotopically pure,3,What does it mean for something to be chemically pure versus isotopically pure?,2.718723,9.25778,6.197613,0.55197,0.965067,0.966521,1,1,0.001454,0.009615,0.013117,3.9131472,4.936554,-9,-9
2265,8895,Chemical element,Chemical and physical properties,Chemical and physical properties,2,What chemical and physical properties do elements have?,8.39461,6.223562,12.698322,0.736278,9.216902,2.624352,52,16,-6.59255,0.091826,0.035616,3.9521387,5.046665,42,6
2266,8895,Chemical element,Chemical and physical properties > Shells,Shells,3,How do electron shells work in atoms?,7.506919,7.649019,12.763082,2.162208,6.788584,5.782803,31,28,-1.005781,0.067633,0.078481,3.880302,5.02237,21,18
2267,8895,Chemical element,Chemical and physical properties > Periodic trends,Periodic trends,3,What are the periodic trends in element properties?,7.564476,4.722733,10.952332,-0.837165,1.029536,1.127716,2,3,0.09818,0.010257,0.015305,3.7989132,4.802249,-8,-7
2268,8895,Chemical element,Chemical and physical properties > Phase transition,Phase transition,3,"At what temperatures do elements change between solid, liquid, and gas?",6.562335,6.914528,8.766319,1.306347,1.029586,1.027772,2,2,-0.001814,0.010258,0.013948,3.3929808,4.532168,-8,-8
2269,8895,Chemical element,Chemical and physical properties > Allotropes,Allotropes,3,Why do some elements exist in different forms called allotropes?,0.764404,9.826375,5.067428,0.448986,0.97991,1.051477,1,3,0.071567,0.009763,0.01427,3.6645136,4.7790537,-9,-7
2270,8895,Chemical element,Chemical and physical properties > Crystal structures,Crystal structures,3,What crystal structures do solid elements form?,8.134435,6.278721,12.714662,1.534758,4.754401,1.860293,20,8,-2.894108,0.047367,0.025247,3.4406219,4.621912,10,-2
2271,8895,Chemical element,Chemical and physical properties > Mass densities,Mass densities,3,How dense are different chemical elements?,8.06321,6.26986,12.494534,0.446168,0.976288,6.215591,1,28,5.239303,0.009727,0.084355,3.6286814,4.73021,-9,18
